show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,type,
81020161,Pulang,Kabir Bhatia,"Puteri Aishah, Remy Ishak, Alvin Wong",Malaysia,"October 8, 2018",2018,TV-14,119 min,"Action & Adventure, Dramas, International Movies",Movie,
70293622,Sofia the First,,"Ariel Winter, Darcy Rose Byrnes, Sara Ramirez, Tim Gunn, Coco Grayson, Travis Willingham, Wayne Brady, Jess Harnell, Meghan Strange, Zach Callison",United States,,2017,TV-Y,4 Seasons,Kids' TV,TV Show,
81002592,Jackpot,Dustin Nguyen,"Chi Tai, Lan Ngoc, Dustin Nguyen, Thu Trang",Vietnam,"October 6, 2018",2015,TV-14,92 min,"Comedies, Dramas, International Movies",Movie,
81017724,Seven in Heaven,Chris Eigeman,"Travis Tope, Haley Ramm, Jacinda Barrett, Gary Cole, Dylan Everett, Clark Backo, Vinson Tran, Paulino Nunes, Jeff Clarke",United States,"October 6, 2018",2018,PG-13,94 min,Horror Movies,Movie,
81016323,Cahaya Dari Timur Beta Maluku,Angga Dwimas Sasongko,"Chicco Jerikho, Abdurrahman Arif, Jajang C. Noer, Ridho Hafiedz, Leo Maitimu, Shafira Umm, Glenn Fredly, Aufa Assagaf, Burhanuddin Ohorella, Bebeto Leutually",Indonesia,"October 5, 2018",2014,TV-14,151 min,"Dramas, International Movies, Sports Movies",Movie,
80198511,Dancing Queen,,"Justin ""Alyssa Edwards"" Johnson",,"October 5, 2018",2018,TV-14,1 Season,Reality TV,TV Show,
81016318,Emma' (Mother),Riri Riza,"Cut Mini Theo, Christoffer Nelwan, Arman Dewarti, Jajang C. Noer, Indah Permatasari, Dimi Cindyastira, Irmawati Jabbar, Andreuw Parinussa, Fanesa Kayla",Indonesia,"October 5, 2018",2016,TV-PG,74 min,"Dramas, International Movies",Movie,
80240840,Empire Games,,Jim O'Brien,"Czech Republic, United States","October 5, 2018",2018,TV-14,1 Season,Docuseries,TV Show,
80191369,LOST SONG,,"Konomi Suzuki, Yukari Tamura, Misaki Kuno, Chiaki Takahashi, Seiichiro Yamashita, Asami Seto, Yu Serizawa, Ai Kayano, Tsuyoshi Koyama, Yuto Suzuki, Mitsuru Ogata, Hiroshi Ito",Japan,"October 5, 2018",2018,TV-14,1 Season,"Anime Series, International TV Shows",TV Show,
80242081,Malevolent,Olaf de Fleur,"Florence Pugh, Ben Lloyd-Hughes, Celia Imrie, James Cosmo, Scott Chambers, Georgina Bevan",United Kingdom,"October 5, 2018",2018,TV-MA,89 min,"Horror Movies, Thrillers",Movie,
80168222,Private Life,Tamara Jenkins,"Paul Giamatti, Kathryn Hahn, Kayli Carter, Molly Shannon, John Carroll Lynch, Denis O'Hare, Desmin Borges, Tracee Chimo, Siobhan Fallon Hogan, Emily Robinson",United States,"October 5, 2018",2018,R,124 min,"Comedies, Dramas, Independent Movies",Movie,
80999063,Super Monsters Save Halloween,,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr",,"October 5, 2018",2018,TV-Y,25 min,Children & Family Movies,Movie,
80220650,YG Future Strategy Office,,"Seungri, Yoo Byung Jae, Lee Jai-jin, Jinu, Son Se-bin, Kim Ga-eun, Park Choong-hwan, Baek Yeong-gwang, Choi Sin-deuk",South Korea,"October 5, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",TV Show,
81004460,Compulsion,Craig Goodwill,"Analeigh Tipton, Jakob Cedergren, Marta Gastini, Jan Bijvoet, Anita Kravos, Valentin Merlet","United Kingdom, Canada, Italy","October 4, 2018",2016,TV-MA,84 min,"Dramas, Thrillers",Movie,
81016330,The Dreamer,Riri Riza,"Vikri Septiawan, Rendy Ahmad, Azwir Fitrianto, Maudy Ayunda",Indonesia,"October 4, 2018",2009,TV-PG,121 min,"Dramas, International Movies",Movie,
70105130,The Haunting of Molly Hartley,Mickey Liddell,"Haley Bennett, Jake Weber, Chace Crawford, Shannon Woodward, Shanna Collins, AnnaLynne McCord, Marin Hinkle, Nina Siemaszko, Josh Stewart, Jessica Lowndes, Randy Wayne",United States,"October 4, 2018",2008,PG-13,85 min,"Horror Movies, Thrillers",Movie,
81010662,Violet Evergarden: Special,,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Kouki Uchiyama, Minori Chihara, Haruka Tomatsu, Yoko Hikasa",Japan,"October 4, 2018",2018,TV-PG,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",TV Show,
70002129,Benji's Very Own Christmas Story,Joe Camp,"Ron Moody, Patsy Garrett, Cynthia Smith",United States,"October 3, 2018",1978,TV-G,25 min,Children & Family Movies,Movie,
80191963,The Black Prince,Kavi Raz,"Satinder Sartaaj, Shabana Azmi, Jason Flemyng, Amanda Root, Rup Magon, Sophie Stevens, Keith Duffy, David Essex, Leanne Joyce, Ranjit Singh Shubh","United Kingdom, India, United States","October 3, 2018",2017,PG-13,121 min,"Dramas, International Movies",Movie,
80218099,Truth or Dare,Nick Simon,"Cassandra Scerbo, Brytni Sarpy, Mason Dye, Harvey Guillen, Luke Baines, Ricardo Hoyos, Alexxis Lemire, Christina Masterson, Heather Langenkamp",United States,"October 3, 2018",2017,TV-MA,88 min,Horror Movies,Movie,
80218973,Death Race: Beyond Anarchy,Don Michael Paul,"Zach McGowan, Danny Glover, Frederick Koehler, Danny Trejo, Christine Marzano, Cassie Clare, Yennis Cheung, Lucy Aarden","United States, Bulgaria","October 2, 2018",2017,R,111 min,Action & Adventure,Movie,
80235999,Eric ldle's What About Dick?,"Eric Idle, Aubrey Powell","Russell Brand, Billy Connolly, Tim Curry, Eric Idle, Eddie Izzard, Jane Leeves, Jim Piddock, Tracey Ullman, Sophie Winkleman",United States,"October 2, 2018",2012,TV-MA,81 min,"Comedies, Music & Musicals",Movie,
80215419,Joe Rogan: Strange Times,Anthony Giordano,Joe Rogan,,"October 2, 2018",2018,TV-MA,64 min,Stand-Up Comedy,Movie,
80236359,Monty Python Best Bits (mostly),,"Hugh Bonneville, Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",United Kingdom,"October 2, 2018",2014,TV-14,1 Season,"British TV Shows, Docuseries, TV Comedies",TV Show,
70118860,Monty Python Conquers America,Will Yapp,"Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese",,"October 2, 2018",2008,TV-MA,55 min,Documentaries,Movie,
80017240,"Monty Python Live (Mostly): One Down, Five to Go",Eric Idle,"John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",United Kingdom,"October 2, 2018",2014,TV-MA,137 min,Comedies,Movie,
70118859,Monty Python: Before the Flying Circus,Will Yapp,"Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese",United Kingdom,"October 2, 2018",2000,TV-14,56 min,"Comedies, Documentaries",Movie,
80236356,Monty Python: Live at Aspen,,"Robert Klein, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Graham Chapman, Eddie Izzard",United States,"October 2, 2018",1998,TV-MA,58 min,"Comedies, Documentaries",Movie,
80236778,Monty Python: Live at The Hollywood Bowl,"Terry Hughes, Ian MacNaughton","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Neil Innes, Carol Cleveland","United Kingdom, United States","October 2, 2018",1982,R,80 min,Comedies,Movie,
80236470,Monty Python: The Meaning of Live,"Roger Graef, James Rogan","John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Mike Myers, Graham Chapman, Stephen Hawking",United Kingdom,"October 2, 2018",2014,TV-MA,94 min,Documentaries,Movie,
70213237,Monty Python's Almost the Truth,,"Graham Chapman, Eric Idle, John Cleese, Michael Palin, Terry Gilliam, Terry Jones",United Kingdom,"October 2, 2018",2009,NR,1 Season,"British TV Shows, Docuseries",TV Show,
80236357,Monty Python's Fliegender Zirkus,,"Graham Chapman, John Cleese, Eric Idle, Terry Jones, Michael Palin, Connie Booth","United Kingdom, West Germany","October 2, 2018",1972,TV-14,1 Season,"International TV Shows, TV Comedies",TV Show,
70213238,Monty Python's Flying Circus,,"John Cleese, Graham Chapman, Terry Jones, Eric Idle, Michael Palin, Terry Gilliam",United Kingdom,,1974,NR,4 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows",TV Show,
699257,Monty Python's Life of Brian,Terry Jones,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Terence Bayler, Carol Cleveland",United Kingdom,"October 2, 2018",1979,R,94 min,"Classic Movies, Comedies, Cult Movies",Movie,
80237311,Monty Python's Personal Best,,"John Cleese, Terry Gilliam, Terry Jones, Graham Chapman, Michael Palin, Eric Idle",United States,"October 2, 2018",2005,TV-MA,1 Season,"British TV Shows, TV Comedies",TV Show,
80236574,Parrot Sketch Not Included: Twenty Years of Monty Python,Ian MacNaughton,"Steve Martin, John Cleese, Graham Chapman, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Carol Cleveland, Connie Booth",United Kingdom,"October 2, 2018",1989,TV-14,72 min,Comedies,Movie,
80988048,The Meaning of Monty Python,Albert Sharpe,,United States,"October 2, 2018",2013,TV-MA,60 min,Documentaries,Movie,
80137461,25 Kille,Simranjit Singh Hundal,"Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi",India,"October 1, 2018",2016,TV-PG,140 min,"Action & Adventure, Dramas, International Movies",Movie,
81012857,A Witches' Ball,Justin G. Dyck,"Morgan Neundorf, Karen Slater, Loukia Ioannou, Will Ennis, Renee Stein, Keith Cooper, Paul Mason, Lisa Scenna, Ashley Rogan",Canada,"October 1, 2018",2017,PG,91 min,Children & Family Movies,Movie,
70123116,Agyaat,Ram Gopal Varma,"Adesh Bhardwaj, Rasika Dugal, Joy Fernandes, Ravi Kale, Ishtiyak Khan, Priyanka Kothari, Kali Prasad Mukherjee, Nitin Reddy, Gautam Rode, Howard Rosemeyer",India,"October 1, 2018",2009,TV-MA,97 min,"Horror Movies, International Movies",Movie,
80190101,Anjaan,N. Linguswamy,"Suriya, Samantha Ruth Prabhu, Vidyut Jammwal, Manoj Bajpayee, Soori",India,"October 1, 2018",2014,TV-MA,146 min,"Action & Adventure, Dramas, International Movies",Movie,
81024712,Bathinda Express,Deep Joshi,"Deep Joshi, Jasmine Kaur, Mohit Bhaskar, Vijay S. Kumar, Prince Kanwaljit Singh, Tarlochan Singh, Harsh Sethi",India,"October 1, 2018",2016,TV-14,118 min,"Dramas, International Movies, Sports Movies",Movie,
70112494,Brooklyn's Finest,Antoine Fuqua,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes, Will Patton, Lili Taylor, Michael Kenneth Williams, Brían F. O'Byrne, Shannon Kane, Ellen Barkin, Vincent D'Onofrio, Logan Marshall-Green",United States,"October 1, 2018",2009,R,133 min,"Dramas, Thrillers",Movie,
80215922,Chappaquiddick,John Curran,"Jason Clarke, Kate Mara, Ed Helms, Bruce Dern, Jim Gaffigan, Olivia Thirlby, Clancy Brown, Taylor Nichols, John Fiore","United States, Sweden","October 1, 2018",2017,PG-13,106 min,Dramas,Movie,
81012415,Civilizations,,,United Kingdom,"October 1, 2018",2018,TV-14,1 Season,"British TV Shows, Docuseries",TV Show,
70113306,Delhi 6,Rakeysh Omprakash Mehra,"Abhishek Bachchan, Sonam Kapoor, Waheeda Rehman, Om Puri, Prem Chopra, Atul Kulkarni, Pavan Malhotra, Divya Dutta, Deepak Dobriyal, Sheeba Chaddha",India,"October 1, 2018",2009,TV-14,128 min,"Dramas, International Movies",Movie,
70113305,Dev.D,Anurag Kashyap,"Abhay Deol, Mahie Gill, Kalki Koechlin, Sindbad Phgura, Ammo 'Too Sweet', Jimi the Quiff, Parakh Madan",India,"October 1, 2018",2009,TV-MA,137 min,"Dramas, International Movies, Romantic Movies",Movie,
80032472,Dil Vil Pyaar Vyaar,Manjeet Maan,"Gurdas Maan, Neeru Bajwa, Jassi Gill, Rajiv Thakur, Khushdeed Maan, Manav Vij, Raj Jhinger, Shruti Sodhi, Meher Vij",India,"October 1, 2018",2014,TV-PG,145 min,"International Movies, Music & Musicals, Romantic Movies",Movie,
81024703,Dushman,Shagufta Rafique,"Kartar Cheema, Jashan Singh, Sakshi Gulati, Gulshan Grover, Savita Bhatti, Yashpal Sharma, Mohit Sharma, Sukhwinder Sohi",,"October 1, 2018",2017,TV-14,141 min,"Dramas, International Movies",Movie,
81012402,Earth's Natural Wonders: Life at the Extremes,,Corey Johnson,,"October 1, 2018",2018,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV",TV Show,
70181653,Ek Main Aur Ekk Tu,Shakun Batra,"Kareena Kapoor, Imran Khan, Boman Irani, Ram Kapoor, Ratna Pathak Shah, Zenobia Shroff, Soniya Mehra, Akshat Verma, Dana Lewis, Rajesh Khattar",India,"October 1, 2018",2012,TV-14,106 min,"Comedies, International Movies, Romantic Movies",Movie,
80048200,Fishtail,Andrew Renzi,Harry Dean Stanton,United States,"October 1, 2018",2015,NR,61 min,Documentaries,Movie,
81025884,Freedom at Midnight,Tinu Pappachan,"Antony Varghese, Vinayakan, Chemban Vinod Jose, Tito Wilson, Sinoj Varghese, Aswathy Manoharan",,"October 1, 2018",2018,TV-MA,135 min,"Dramas, International Movies, Thrillers",Movie,
80032474,Haani,Amitoj Mann,"Sarabjit Cheema, Mahreen Kaleka, Harbhajan Mann, Anuj Sachdeva, Rupan Bal, Sonia Mann",India,"October 1, 2018",2013,TV-14,137 min,"Dramas, International Movies, Music & Musicals",Movie,
80032476,Happy Go Lucky,Amarpreet G S Chabbra,"Amrinder Gill, Harish Verma, Sumeet Sandhu, Gurpreet Guggi, B.N. Sharma, Praneet Bhatt, Kuldeep Sharma",India,"October 1, 2018",2014,TV-14,129 min,"Comedies, International Movies, Music & Musicals",Movie,
70127589,Harishchandrachi Factory,Paresh Mokashi,"Nandu Madhav, Vibhawari Deshpande, Ambarish Deshpande, Mohit Gokhale, Dilip Joglekar, Dheeresh Joshi, Ketan Karande, Atharva Karve, Mayur Khandge, Sandip Pathak",India,"October 1, 2018",2009,TV-PG,99 min,"Dramas, International Movies",Movie,
80225696,Hot Date,,"Emily Axford, Brian Murphy",United States,"October 1, 2018",2018,TV-MA,1 Season,"Romantic TV Shows, TV Comedies",TV Show,
80104130,Jagga Jasoos,Anurag Basu,"Ranbir Kapoor, Katrina Kaif, Saurabh Shukla, Saswata Chatterjee, Rajatabha Dutta, Saravajeet Tiwari",India,"October 1, 2018",2017,TV-14,155 min,"Action & Adventure, Comedies, International Movies",Movie,
80032473,Jatt James Bond,Rohit Jugraj,"Gippy Grewal, Gurpreet Guggi, Zarine Khan",India,"October 1, 2018",2014,TV-14,142 min,"Comedies, Dramas, International Movies",Movie,
70090035,Jodhaa Akbar,Ashutosh Gowariker,"Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha, Suhasini Mulay, Ila Arun, Raza Murad, Kulbhushan Kharbanda, Abeer Abrar",India,"October 1, 2018",2008,TV-14,214 min,"Action & Adventure, Dramas, International Movies",Movie,
81024713,Judge Singh LLB,Atharv Baluja,"Ravinder Grewal, B.N. Sharma, Sardar Sohi, Chandan Prabhakar, Anita Devgan, Harpal Singh, Hardeep Gill, Surbhi Mahendru",India,"October 1, 2018",2015,TV-14,137 min,"Comedies, Dramas, International Movies",Movie,
70117268,Kaminey,Vishal Bhardwaj,"Shahid Kapoor, Priyanka Chopra, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Hrishikesh Joshi, Amole Gupte, Patricia Bull, Carlos Paca, Eric Santos",India,"October 1, 2018",2009,TV-MA,128 min,"Dramas, International Movies, Music & Musicals",Movie,
70211216,Kevin Hart: Laugh at My Pain,"Leslie Small, Tim Story",Kevin Hart,United States,"October 1, 2018",2011,R,89 min,Stand-Up Comedy,Movie,
70140322,Kevin Hart: Seriously Funny,Shannon Hartman,Kevin Hart,United States,"October 1, 2018",2010,TV-MA,67 min,Stand-Up Comedy,Movie,
81024696,Khido Khundi,Rohit Jugraj,"Ranjit Bawa, Mandy Takhar, Manav Vij, Elnaaz Norouzi, Mahavir Bhullar, Guggu Gill, Seema Kaushal, Sukhbir Singh",India,"October 1, 2018",2018,TV-14,151 min,"Dramas, International Movies, Sports Movies",Movie,
70303428,Khoobsurat,Shashanka Ghosh,"Sonam Kapoor, Fawad Khan, Kiron Kher, Ratna Pathak Shah, Amir Raza Hussain, Ashok Banthia, Kaizaad Kotwal, Rishabh Chaddha",India,"October 1, 2018",2014,TV-14,121 min,"Comedies, International Movies, Romantic Movies",Movie,
80116762,Killer Women with Piers Morgan,,Piers Morgan,United Kingdom,,2017,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries",TV Show,
81012407,Kingdoms of the Sky,Steve Greenwood,,,"October 1, 2018",2018,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",TV Show,
70125882,Kisaan,Puneet Sira,"Jackie Shroff, Arbaaz Khan, Sohail Khan, Diya Mirza, Nauheed Cyrusi, Sharat Saxena, Dalip Tahil, Vishwajeet Pradhan, Sarfaraz Khan",India,"October 1, 2018",2009,TV-14,101 min,"Action & Adventure, Dramas, International Movies",Movie,
70101039,Kismat Konnection,Aziz Mirza,"Shahid Kapoor, Vidya Balan, Juhi Chawla, Om Puri, Vishal Malhotra, Karanvir Bohra, Amit Varma",India,"October 1, 2018",2008,TV-PG,145 min,"Comedies, International Movies, Music & Musicals",Movie,
70123121,Kurbaan,Renzil D'Silva,"Kareena Kapoor, Saif Ali Khan, Om Puri, Diya Mirza, Vivek Oberoi, Kulbhushan Kharbanda, Kiron Kher, Rupinder Nagra, Nauheed Cyrusi",India,"October 1, 2018",2009,TV-MA,147 min,"International Movies, Thrillers",Movie,
80152182,Lock,Smeep Kang,"Gippy Grewal, Gurpreet Guggi, Smeep Kang, Geeta Basra, Karamjit Anmol, Harpal Singh, Vikram Grover, Priyanka Sharma",India,"October 1, 2018",2016,TV-14,90 min,"Dramas, International Movies",Movie,
70229042,Luv Shuv Tey Chicken Khurana,Sameer Sharma,"Kunal Kapoor, Huma Qureshi, Rajesh Sharma, Vipin Sharma, Dolly Ahluwalia, Vinod Nagpal, Rahul Bagga, Rajendra Sethi, Munish Makhija, Herry Tangri",India,"October 1, 2018",2012,TV-14,129 min,"Comedies, International Movies",Movie,
70042756,"Main, Meri Patni Aur Woh",Chandan Arora,"Rajpal Yadav, Rituparna Sengupta, Kay Kay Menon, Varun Bandola, Vinod Nagpal, Naseeruddin Shah",India,"October 1, 2018",2005,TV-14,129 min,"Comedies, International Movies, Romantic Movies",Movie,
80187618,Manje Bistre,Baljit Singh Deo,"Gippy Grewal, Sonam Bajwa, Karamjit Anmol, Jaggi Singh, B.N. Sharma, Hobby Dhaliwal, Rana Ranbir, Sardar Sohi, Anita Devgan, Harby Sangha",India,"October 1, 2018",2017,TV-PG,136 min,"Comedies, Dramas, International Movies",Movie,
81024704,Motor Mitraan Di,Amitoj Mann,"Gurpreet Guggi, Happy Raikoti, Vikram Singh, Sonia Mann, Yograj Singh, Sardar Sohi, Harsharan Singh, Anita Meet, Prakash Gadhu, Gurmeet Sajan",India,"October 1, 2018",2016,TV-14,117 min,"Comedies, International Movies",Movie,
80221498,Mountain,Jennifer Peedom,,Australia,"October 1, 2018",2017,PG,74 min,"Action & Adventure, Documentaries, International Movies",Movie,
70229047,Mugamoodi,Mysskin,"Jiiva, Pooja Hegde, Narain, Nasser, Girish Karnad, Anupama Kumar, Selvaah",India,"October 1, 2018",2012,TV-14,150 min,"Action & Adventure, International Movies",Movie,
70229555,Muran,Rajan Madhav,"Prasanna, Cheran, Haripriya, Nikhita, Suma Bhattacharya, Jayaprakash",India,"October 1, 2018",2011,TV-14,134 min,"Action & Adventure, International Movies",Movie,
70213515,My Friend Pinto,Raaghav Dar,"Prateik, Kalki Koechlin, Arjun Mathur, Shruti Seth, Makrand Deshpande, Divya Dutta, Rajendranath Zutshi, Amin Hajee, Karim Hajee, Shakeel Khan",India,"October 1, 2018",2011,TV-PG,100 min,"Comedies, International Movies, Sci-Fi & Fantasy",Movie,
81018563,My Little Pony Equestria Girls: Forgotten Friendship,Ishi Rudell,"Ashleigh Ball, Andrea Libman, Rebecca Shoichet, Tabitha St. Germain, Tara Strong, Nicole Oliver",United States,"October 1, 2018",2018,TV-Y7,44 min,Children & Family Movies,Movie,
81018565,My Little Pony Equestria Girls: Rollercoaster of Friendship,Ishi Rudell,"Ashleigh Ball, Andrea Libman, Rebecca Shoichet, Tabitha St. Germain, Tara Strong, Tegan Moss","United States, Canada","October 1, 2018",2018,TV-Y7,44 min,Children & Family Movies,Movie,
70114948,My Suicide,David Lee Miller,"Gabriel Sunday, David Carradine, Mariel Hemingway, Brooke Nevin, Nora Dunn, Michael Welch, Zachary Ray Sherman, Vanessa Lengies, Tony Hale, Joe Mantegna",United States,"October 1, 2018",2009,NR,111 min,"Comedies, Dramas, Independent Movies",Movie,
80190103,Naan Sigappu Manithan,Thiru,"Vishal, Lakshmi Menon, Saranya Ponvannan, Jayaprakash, Sunder Ramu, Jagan, Iniya, Chetan Cheenu",India,"October 1, 2018",2014,TV-MA,147 min,"Action & Adventure, Dramas, International Movies",Movie,
81024729,Nasha,Amit Saxena,"Shivam Patil, Poonam Pandey, Sheetal Singh, Vishal Bhosle, Rohan Khurana, Ranbir Chakma, Raj Kesaria, Chirag Lobo",India,"October 1, 2018",2013,TV-MA,115 min,"Dramas, International Movies, Romantic Movies",Movie,
81012427,Nature: Animals With Cameras,,Gordon Buchanan,"United Kingdom, United States","October 1, 2018",2018,TV-PG,1 Season,"Docuseries, Science & Nature TV",TV Show,
80032477,Naughty Jatts,Pankaj Batra,"Neeru Bajwa, Binnu Dhillon, Arya Babbar, Roshan Prince, B.N. Sharma, Karamjit Anmol, Harby Sangha",India,"October 1, 2018",2013,TV-PG,121 min,"Comedies, International Movies, Music & Musicals",Movie,
81024711,Needhi Singh,Jaivi Dhanda,"Kulraj Randhawa, Nirmal Rishi, Ashish Duggal, Aman Sutdhar, Dally Daljit, Seema Kaushal, Shubh Ghumman, Karan Tiwana",India,"October 1, 2018",2016,TV-MA,103 min,"Action & Adventure, Dramas, International Movies",Movie,
81025908,Peace Haven,Suman Ghosh,"Soumitra Chatterjee, Paran Banerjee, Arun Mukherjee, Sujan Mukherjee","India, United States","October 1, 2018",2016,TV-14,73 min,"Comedies, Dramas, Independent Movies",Movie,
70303495,Phantom,Kabir Khan,"Saif Ali Khan, Katrina Kaif, Sabyasachi Chakraborty, Mohammed Zeeshan Ayyub, Sohaila Kapoor, Denzil Smith",India,"October 1, 2018",2015,TV-14,129 min,"Action & Adventure, International Movies",Movie,
70303429,Pizza,Akshay Akkineni,"Akshay Oberoi, Parvathy Omanakuttan, Arunoday Singh, Dipannita Sharma, Rajesh Sharma, Omkar Das Manikpuri, Hussain Dalal, D. Santosh",India,"October 1, 2018",2014,TV-14,102 min,"Horror Movies, International Movies, Thrillers",Movie,
80084768,Pooja Kiven Aa,Nidhi Sharma,"Miss Pooja, Tarun Khanna, Raj Singh Jhinger, Sahil Vedoliyaa, B.N. Sharma, Manoj Joshi, Anita Shabdeesh, Sardar Sohi",India,"October 1, 2018",2013,TV-PG,122 min,"Comedies, International Movies, Music & Musicals",Movie,
70096752,Race,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla","Saif Ali Khan, Akshaye Khanna, Katrina Kaif, Bipasha Basu, Anil Kapoor, Sameera Reddy",India,"October 1, 2018",2008,TV-14,155 min,"Action & Adventure, International Movies, Music & Musicals",Movie,
70229046,Race 2,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Anil Kapoor, Saif Ali Khan, John Abraham, Deepika Padukone, Jacqueline Fernandez, Ameesha Patel, Rajesh Khattar, Chunky Pandey",India,"October 1, 2018",2013,TV-14,139 min,"Action & Adventure, International Movies, Music & Musicals",Movie,
80084767,Saadey CM Saab,Vipin Parashar,"Harbhajan Mann, Kashish Singh, Gurpreet Guggi, Rahul Singh, Dev Gill, Inder Bajwa",India,"October 1, 2018",2015,TV-14,131 min,"Comedies, Dramas, International Movies",Movie,
81024701,Sat Shri Akaal England,Vikram Pradhan,"Ammy Virk, Monica Gill, Karamjit Anmol, Sardar Sohi, Jarnail Singh, Satwant Kaur, Harby Sangha, Baljinder Darapuri",India,"October 1, 2018",2017,TV-14,127 min,"Comedies, Dramas, International Movies",Movie,
80073432,Still Game,,"Ford Kiernan, Paul Riley, Jane McCarry, Greg Hemphill, Mark Cox, Gavin Mitchell, Sanjeev Kohli",United Kingdom,,2016,TV-14,7 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies",TV Show,
81031355,Strong,,Gabrielle Reece,United States,"October 1, 2018",2016,TV-PG,1 Season,Reality TV,TV Show,
70229048,Thaandavam,Vijay,"Vikram, Jagapathi Babu, Anushka Shetty, Amy Jackson, Lakshmi Rai, Santhanam, Nasser, Saranya Ponvannan",India,"October 1, 2018",2012,TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals",Movie,
80995576,The Birth Reborn,Eduardo Chauvet,,,"October 1, 2018",2018,TV-MA,91 min,"Documentaries, International Movies",Movie,
70292836,Theeya Velai Seyyanum Kumaru,Sundar C.,"Siddarth, Santhanam, Hansika Motwani, Ganesh Venkatraman, RJ Balaji, Bosskey, Manobala, Chitra Lakshmanan",India,"October 1, 2018",2013,TV-PG,132 min,"Comedies, International Movies, Music & Musicals",Movie,
80240397,Three Wives One Husband,,,United Kingdom,"October 1, 2018",2018,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",TV Show,
80141767,Tiger,Sartaj Singh Pannu,"Sippy Gill, Ihana Dhillon, Yograj Singh, Yashpal Sharma, Deedar GIll, Rahul Jugraj, Virender Nath Lubana, Aneeta",India,"October 1, 2018",2016,TV-MA,130 min,"Action & Adventure, Dramas, International Movies",Movie,
70139542,Udaan,Vikramaditya Motwane,"Rajat Barmecha, Ronit Roy, Ram Kapoor, Aayan Boradia, Manjot Singh, Anand Tiwari, Raja Hudda, Shaunak Sengupta, Varun Khettry, Akshay Sachdev",India,"October 1, 2018",2010,TV-MA,137 min,"Dramas, Independent Movies, International Movies",Movie,
70039175,V for Vendetta,James McTeigue,"Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry, John Hurt, Tim Pigott-Smith, Rupert Graves, Roger Allam, Ben Miles, Sinéad Cusack, Natasha Wightman","United States, United Kingdom, Germany","October 1, 2018",2005,R,132 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",Movie,
70225597,Vettai,N. Linguswamy,"Arya, Madhavan, Sameera Reddy, Amala Paul, Nasser, Ashutosh Rana, Sreejith Ravi, Muthukumar",India,"October 1, 2018",2012,TV-MA,156 min,"Action & Adventure, International Movies, Music & Musicals",Movie,
70123119,Wake Up Sid,Ayaan Mukherji,"Ranbir Kapoor, Konkona Sen Sharma, Shruti Bapna, Krutika Bolaki, Namit Das, Munir Kabani, Mohsin Ali Khan, Anupam Kher, Rahul Khanna, Kainaz Motivala",India,"October 1, 2018",2009,TV-14,132 min,"Comedies, International Movies, Romantic Movies",Movie,
70150437,We Are Family,Sidharth Malhotra,"Kajol, Kareena Kapoor, Arjun Rampal, Nominath Ginsberg, Iravati Harshe, Aachal Munjal, Diya Sonecha","India, Australia","October 1, 2018",2010,TV-PG,119 min,"Dramas, International Movies",Movie,
